category_id,img,title,sub_title,price,dc,original_price
1,https://img-cf.kurly.com/shop/data/goods/1498100427250l0.jpg,친환경 샤브샤브용 모둠채소 700g,손질된 채소와 버섯이 한 팩에 쏙!(1팩/700g),8000,,
1,https://img-cf.kurly.com/shop/data/goods/155772422419l0.jpg,[ardo] 유기농 그린빈 600g (냉동),냉동이라 부담없이 필요할 때 꺼내쓰는 유기농 그린빈(1봉/600g),4980,,
2,https://img-cf.kurly.com/shop/data/goods/1583195193809l0.jpg,[기획특가] 영암 친환경 꿀고구마 2kg,포실포실 달콤한 꿀고구마를 무농약으로 즐기세요,12900,18.0,15900.0
2,https://img-cf.kurly.com/shop/data/goods/161941463186l0.jpg,우엉채 200g,손질 걱정없는 밑반찬 재료,2990,,
2,https://img-cf.kurly.com/shop/data/goods/1609141186826l0.jpg,친환경 당근 500g,껍질째 먹을 수 있는 친환경 흙당근 (500g 내외),2290,,
2,https://img-cf.kurly.com/shop/data/goods/1571711306635l0.jpg,친환경 손질한 더덕 200g,간편하게 즐기는 향긋한 더덕(1봉/200g),9290,,
2,https://img-cf.kurly.com/shop/data/goods/1605512383246l0.jpg,나주 영산포 꿀 밤고구마 3kg,영산포 황토질 토양에서 키운,18900,,
2,https://img-cf.kurly.com/shop/data/goods/1616381260762l0.jpg,왕당근 2입,넉넉하게 즐기는 만능 식재료,2365,5.0,2490.0
2,https://img-cf.kurly.com/shop/data/goods/1556269235911l0.jpg,[KC] 노랑 옥수수 2종,통째로 즐기는 달큰 부드러운 스위트콘!,2090,,
2,https://img-cf.kurly.com/shop/data/goods/1617698739808l0.jpg,국내산 세척당근 1kg,간편하게 활용하는 세척당근,3290,,
2,https://img-cf.kurly.com/shop/data/goods/1606718892411l0.jpg,오븐에 구운 고구마 말랭이 150g,쫀득함이 살아있는 한 입 간식,4990,,
2,https://img-cf.kurly.com/shop/data/goods/1599566522332l0.jpg,깐 마 300g,손질 없이 맛보는 땅속의 영양 (1개/300g),7490,,
2,https://img-cf.kurly.com/shop/data/goods/1613703343712l0.jpg,[KF365] 밤고구마 800g/봉,포근하고 고소한 고구마(1봉/800g),5980,,
2,https://img-cf.kurly.com/shop/data/goods/1613703217902l0.jpg,[KF365] 호박고구마 800g/봉,더욱 촉촉하고 달콤한 호박고구마 (1봉/800g),6990,,
2,https://img-cf.kurly.com/shop/data/goods/1613703525779l0.jpg,[KF365] 햇 감자 1kg,믿고 먹을 수 있는 상품을 합리적인 가격에, KF365,2500,,
2,https://img-cf.kurly.com/shop/data/goods/1614228571675l0.jpg,깐 감자 1입 150g,요리에 바로 더하는 손질 감자,1990,,
2,https://img-cf.kurly.com/shop/data/goods/15717119643l0.jpg,친환경 손질한 당근 200g,원하는대로 썰어주기만 하면, 당근 준비 끝!(1봉/200g),2490,,
2,https://img-cf.kurly.com/shop/data/goods/1551236361884l0.jpg,유기농 다진 연근 60g (냉동),아삭아삭 뿌리 채소의 영양,4200,,
2,https://img-cf.kurly.com/shop/data/goods/1601348318523l0.jpg,친환경 깐 감자 1개 100g,간편하게 즐기는 포슬포슬 고소한 맛(1개/100g),1400,,
2,https://img-cf.kurly.com/shop/data/goods/1501813290573l0.jpg,유기농 다진 당근 60g (냉동),은은한 단맛과 풍부한 비타민A,2200,,
2,https://img-cf.kurly.com/shop/data/goods/1578898529481l0.jpg,무농약 고구마로 만든 부드러운 달구마,바로 꺼내 먹는 간편한 삶은 고구마,2800,,
2,https://img-cf.kurly.com/shop/data/goods/1583285919646l0.jpg,한끼 당근 1개,딱 하나만 필요할 때 한끼 당근,1300,,
2,https://img-cf.kurly.com/shop/data/goods/1608190610850l0.jpg,친환경 세척 당근 500g,손쉽게 사용하는 주황빛 채소,3990,,
2,https://img-cf.kurly.com/shop/data/goods/1607568736686l0.jpg,유기농 다진 당근 100g,요리에 바로 더하는 주황빛 영양,2900,,
2,https://img-cf.kurly.com/shop/data/goods/1606199075497l0.jpg,해남 꿀 밤고구마 1.5kg,황토에서 자란 달콤 해남 고구마,12900,,
2,https://img-cf.kurly.com/shop/data/goods/1605508215818l0.jpg,영암 친환경 꿀고구마 1kg,건강하게 즐기는 진한 달콤함,10137,7.0,10900.0
2,https://img-cf.kurly.com/shop/data/goods/1604292544610l0.jpg,[KC] 군옥수수 더블콘,불향을 입힌 달콤한 옥수수,3800,,
2,https://img-cf.kurly.com/shop/data/goods/1599554618183l0.jpg,텃밭 채소 씨앗 10종,직접 가꾸고 수확하는 텃밭 채소,1000,,
2,https://img-cf.kurly.com/shop/data/goods/1599542852741l0.jpg,새싹 채소 씨앗 10종,직접 길러 먹는 영양 가득 새싹,1500,,
2,https://img-cf.kurly.com/shop/data/goods/1596088109574l0.jpg,흑 찰옥수수 5입,까맣고 오묘한 매력의 소유자,6000,,
2,https://img-cf.kurly.com/shop/data/goods/1597820372142l0.jpg,[야채랑] 냉동 조각 옥수수 10입,스테이크 가니쉬로, 바비큐 구이로,4400,,
2,https://img-cf.kurly.com/shop/data/goods/1591329540615l0.jpg,깐 찰 옥수수 2입 팩,알이 꽉 차 있음을 바로 알 수 있는 햇 찰옥수수,2928,11.0,3290.0
2,https://img-cf.kurly.com/shop/data/goods/1591330382579l0.jpg,찰 옥수수 5입 망,올해 수확한 햇 찰옥수수,5990,,
2,https://img-cf.kurly.com/shop/data/goods/1590648097399l0.jpg,초당 옥수수 5입,아삭하고 달콤한 생옥수수의 매력,8890,,
2,https://img-cf.kurly.com/shop/data/goods/1590648050260l0.jpg,초당 옥수수 2입,아삭하고 달콤한 생옥수수의 매력,3880,,
2,https://img-cf.kurly.com/shop/data/goods/1583480091169l0.jpg,흙당근 1kg,영양 가득 당근을 더 신선하게 영양 가득 당근을 더 신선하게,2990,,
2,https://img-cf.kurly.com/shop/data/goods/1583288578136l0.jpg,한끼 감자 300g,보관 걱정 없이 소용량 포장으로,1790,,
2,https://img-cf.kurly.com/shop/data/goods/1572241219270l0.jpg,친환경 한입 달수 고구마 700g,한입 사이즈로 간편하게 즐기는 달수 고구마 (1봉/700g),4990,,
2,https://img-cf.kurly.com/shop/data/goods/1624433716944l0.jpg,[네떼]베이비 당근 250g,아담한 사이즈에 하나씩 쓰기 좋은 앙증맞은 당근(1팩/250g),3590,,
2,https://img-cf.kurly.com/shop/data/goods/153543279519l0.jpg,[기획특가] 친환경 감자 2kg,근채류의 팔방미인,4990,28.0,6990.0
2,https://img-cf.kurly.com/shop/data/goods/1531471950152l0.jpg,친환경 햇 조림용 감자 1kg,휴게소별미 버터구이 통감자를 집에서 (1봉/1kg),3490,,
2,https://img-cf.kurly.com/shop/data/goods/1456402788121l0.jpg,친환경 햇 감자 600g,어떤 음식을 해도 잘 어울리는 무농약 감자,1974,40.0,3290.0
2,https://img-cf.kurly.com/shop/data/goods/1625201556562l0.jpg,마 500g,영양 가득 알카리성 채소 마 500g,12900,,
2,https://img-cf.kurly.com/shop/data/goods/1543907060596l0.jpg,우엉 400g,영양과 식감이 좋은 채소, 우엉 400g,2490,,
2,https://img-cf.kurly.com/shop/data/goods/1620106344824l0.jpg,햇당근 2kg,넉넉히 두고 쓰는 주홍빛 채소,5690,,
2,https://img-cf.kurly.com/shop/data/goods/1618798084808l0.jpg,노지 햇 감자 2kg,푸짐하게 즐기는 파근파근함,5490,,
3,https://img-cf.kurly.com/shop/data/goods/1470293178805l0.jpg,친환경 시금치 200g,뽀빠이가 좋아하는 바로 그 채소. 친환경 시금치 (200g),2501,7.0,2690.0
3,https://img-cf.kurly.com/shop/data/goods/1470791945336l0.jpg,친환경 부추 200g, 영양 듬뿍 채소의 대명사 (200g),2690,,
3,https://img-cf.kurly.com/shop/data/goods/158469513546l0.jpg,유기농 베이비 채소 100g,부드럽고 떫은 맛이 나지 않는 싱싱한 어린 채소 (100g),2600,,
3,https://img-cf.kurly.com/shop/data/goods/1595210837486l0.jpg,친환경 쌈채소 모둠 200g,고기 없이 먹어도 맛있을 정도로 신선한 쌈채소 (200g),3100,,
3,https://img-cf.kurly.com/shop/data/goods/1498026311590l0.jpg,친환경 잎채소 깻잎 30g,상큼하고 쌉쌀한 향기 (1봉/30g),1490,,
3,https://img-cf.kurly.com/shop/data/goods/1498023741120l0.jpg,친환경 잎채소 쌈배추 1/2통,고소함이 겹겹히 쌓인 미니배추,2100,,
3,https://img-cf.kurly.com/shop/data/goods/1540864600439l0.jpg,[KF365] 청상추 150g,믿고 먹을 수 있는 상품을 합리적인 가격에, KF365,1600,,
3,https://img-cf.kurly.com/shop/data/goods/1498022457728l0.jpg,친환경 잎채소 케일 100g,건강한 케일(1봉/100g),1690,,
3,https://img-cf.kurly.com/shop/data/goods/1470792084921l0.jpg,친환경 쑥갓 150g,미각을 깨우는 향긋한 향! (150g),1790,,
3,https://img-cf.kurly.com/shop/data/goods/1463994162829l0.jpg,유기농 미나리 200g,지하 120m 암반수로 자라 깨끗한 유기농 미나리 (1봉 200g),4200,,
3,https://img-cf.kurly.com/shop/data/goods/1498030522501l0.jpg,친환경 잎채소 비타민 100g,비타민을 듬뿍 품은 (1봉/100g),1690,,
3,https://img-cf.kurly.com/shop/data/goods/1470278102426l0.jpg,친환경 아욱 & 근대 2종,햇빛 담은 Green Table 아욱/근대 (200g),2290,,
3,https://img-cf.kurly.com/shop/data/goods/1498028459882l0.jpg,친환경 잎채소 치커리 100g,씁쓸한 맛의 매력 (1봉/100g),1690,,
3,https://img-cf.kurly.com/shop/data/goods/1502076110494l0.jpg,친환경 베이비 시금치 100g,작은 잎에 농축된 풍부한 영양 (1팩/100g),4000,,
3,https://img-cf.kurly.com/shop/data/goods/1470273928867l0.jpg,친환경 채 도라지 150g,귀찮은 도라지 손질은 이제 그만! (150g),4990,,
3,https://img-cf.kurly.com/shop/data/goods/1511847668705l0.jpg,공심채 200g,우리 입맛에 딱 맞는 오리엔탈 채소 (1팩/200g),4550,5.0,4790.0
3,https://img-cf.kurly.com/shop/data/goods/149802644244l0.jpg,친환경 잎채소 적근대 100g,예쁜 모양새만큼 맛도 일품 (1봉/100g),1690,,
3,https://img-cf.kurly.com/shop/data/goods/1463478582772l0.jpg,유기농 신선초 (즙용) 300g,하늘이 내린 선물 신선초 (300g 내외),2100,,
3,https://img-cf.kurly.com/shop/data/goods/1470792171597l0.jpg,친환경 삶은 고사리와 무 시래기,친환경 삶은 나물 2종으로 간편하게 나물요리 준비 끝!,2890,,
3,https://img-cf.kurly.com/shop/data/goods/1486027577248l0.jpg,친환경 무 시래기 100g,시래기의 천국, 양구에서 수확한 친환경 무 시래기 (100g),3600,,
3,https://img-cf.kurly.com/shop/data/goods/147079268823l0.jpg,건나물 7종,가지,호박,유채,토란,고구마,무말랭이,울릉도부지갱이,5000,,
3,https://img-cf.kurly.com/shop/data/goods/1581922254654l0.jpg,[권영원 소담정찬] 건 곤드레나물 100g,한껏 피어오르는 향취,7000,,
3,https://img-cf.kurly.com/shop/data/goods/1624599277880l0.jpg,바로먹는 자숙 우엉채 500g,손쉽게 만나는 영양만점 뿌리채소,5290,,
3,https://img-cf.kurly.com/shop/data/goods/1624607714596l0.jpg,바로먹는 자숙 시래기 500g,손질 없이 즐기는 구수한 나물,2690,,
3,https://img-cf.kurly.com/shop/data/goods/1624608329401l0.jpg,바로먹는 자숙 토란대 500g,간편하게 즐기는 쫄깃한 채소,4490,,
3,https://img-cf.kurly.com/shop/data/goods/1624607840582l0.jpg,바로먹는 자숙 취나물 500g,손쉽게 조리하는 부드러운 취나물,4490,,
3,https://img-cf.kurly.com/shop/data/goods/1624599431135l0.jpg,바로먹는 자숙 곤드레 500g,부드럽게 삶아낸 간편 나물,4490,,
3,https://img-cf.kurly.com/shop/data/goods/1624599571216l0.jpg,바로먹는 자숙 고구마줄기 500g,간편하게 요리하는 부드러운 줄기,4290,,
